"State","n_cattle","n_cattle_sd","area_ha","pastue_tot_201819_ha","stocking_rate_ha","municipality","mod_deg_perc_201819","sev_deg_perc_201819","crop_201819_perc","mod_pasture_deg_sum_201819_ha","sev_pasture_deg_sum_201819_ha","crop_201819_tot_ha","forest_tot_2013_2014_ha","forest_perc_2013_2014","defo_perc_2013_14","defo_perc_2014_15","defo_perc_2015_16","defo_perc_2016_17","defo_perc_13_17","forest_201819_perc","nearest_fedSh_km","agricultural_credits_1000R","mean_market_share_g4_1317","imagedate"
"AM",38,0.140866484915866,96.731,61.8767,0.798,"1300706",19.57,16.29,0,18.9733,15.796,0,61.5377,63.475,6.589,1.929,6.152,3.547,18.217,36.17,0.319399992109758,0.107994672,0,2018-07-07
"AM",119,0.113028667536496,265.866,228.2398,0.678,"1300706",33.22,2.78,0,88.5137,7.4184,0,31.8228,11.943,0,0,0,0.266,0.266,14.34,0.783310074915934,0.107994672,0,2018-07-07
"AM",108,0.0762078984750703,249.473,246.5624,0.569,"1300706",91.85,0.33,0,229.6489,0.8314,0,4.4917,1.796,0,0,0.534,0,0.534,1.22,0.359082374923483,0.107994672,0,2018-07-07
"AM",29,0.129577749380779,73.309,68.4095,0.551,"1300706",10.41,0,0,7.6468,0,0,4.8511,6.603,0,0.968,0,0,0.968,6.89,0.35049793187351,0.107994672,0,2018-07-07
"AM",10,0.0607476903287013,96.177,71.7371,0.181,"1300706",28.52,13.17,0,27.4916,12.6961,0,18.2497,18.933,0.646,1.136,0,0,1.782,18.76,0.298568408561859,0.107994672,0,2018-07-07
"AM",50,0.229910367399878,100.94,94.8227,0.685,"1300706",38.48,36.16,0,38.9274,36.5791,0,7.6574,7.569,0,0.703,0.486,0,1.189,6.27,0.356238101120194,0.107994672,0,2018-07-07
"AM",9,0.109682962022122,47.342,18.7205,0.625,"1300904",25.55,0,0,12.1213,0,0,28.7432,60.576,0,0,0,0,0,60.01,0.443676033173712,0.060729752,0,2019-04-22
"AM",35,0.286676038676214,107.683,53.5466,0.85,"1300904",20.28,0,0,21.8839,0,0,84.1642,77.984,0,0,1.623,11.514,13.137,50.39,0.316439748744605,0.060729752,0,2019-08-28
"AM",7,0.0812743141970474,48.49,16.9998,0.535,"1300904",23.98,3.7,0,11.6562,1.799,0,37.435,77.03,0,0,3.462,0,3.462,65.01,0.333440697861928,0.060729752,0,2019-08-28
"AM",24,0.136139792648304,53.559,11.0691,2.819,"1300904",10.05,7.76,0,5.3971,4.1644,0,42.2833,78.77,0,0,0.129,0,0.129,77.9,0.335903353856363,0.060729752,0,2019-08-28
"AM",16,0.0593721066243389,270.291,90.3331,0.23,"1300904",28.19,7.94,0,76.379,21.5037,0,231.3339,85.396,0,0.469,3.988,1.119,5.576,66.65,0.288035183273193,0.060729752,0,2019-08-28
"AM",5,0.0635096519148932,93.412,12.6368,0.514,"1300904",8.7,0,0,8.1422,0,0,78.9753,84.356,0.76,0,0.57,0,1.33,86.5,0.327220545795902,0.060729752,0,2019-08-28
"AM",26,0.175338086835891,81.565,48.9111,0.691,"1300904",27.56,0,0,22.5269,0,0,31.432,38.45,0,0,0.653,1.742,2.395,39.63,0.251250419412738,0.060729752,0,2019-08-28
"AM",15,0.130027377827915,47.171,9.3662,2.082,"1300904",4.67,13.6,0,2.2083,6.4309,0,36.8274,77.898,0,0,0,0,0,80.19,0.314671009377511,0.060729752,0,2019-08-28
"AM",26,0.115612995187086,79.496,27.3595,1.235,"1300904",28.01,0,0,22.3184,0,0,66.3079,83.224,0,14.921,1.224,0.391,16.536,64.88,0.282281159463504,0.060729752,0,2019-08-28
"AM",61,0.193612163197968,111.59,12.29,6.452,"1300904",9.93,0,0,11.1032,0,0,97.727,87.381,0,0,0,0,0,89.01,0.332012272757791,0.060729752,0,2019-08-28
"AM",10,0.0692487409390665,103.376,5.1252,2.536,"1300904",2.35,0,0,2.4335,0,0,90.494,87.344,0,0,0,0,0,92.34,0.326865547033601,0.060729752,0,2019-08-28
"AM",12,0.269539254651579,38.404,16.9604,0.92,"1300904",42.22,3.02,0,16.2501,1.1637,0,24.0879,62.582,0,0,0,0,0,53.13,0.342825757420389,0.060729752,0,2019-08-28
"AM",24,0.144330879079139,92.458,36.6549,0.851,"1300904",34.76,5.62,0,32.2103,5.2121,0,59.676,64.4,0,0.037,0,1.632,1.669,60.44,0.298293416006903,0.060729752,0,2019-08-28
"AM",11,0.076534122104337,94.093,27.9598,0.511,"1300904",9.54,0,0,8.9926,0,0,53.1706,56.382,0.515,0,0,0,0.515,70.35,0.273398567478468,0.060729752,0,2019-08-28
"AM",8,0.125199662107034,70.35,40.0672,0.26,"1300904",44.12,11.45,0,31.1084,8.0744,0,56.3388,79.905,0,1.225,31.557,1.317,34.099,43.17,0.277426582287728,0.060729752,0,2019-08-28
"AM",12,0.102951461985312,42.038,12.9805,1.202,"1300904",7.58,0,0,3.194,0,0,31.4244,74.585,0,0.225,1.429,3.823,5.477,67.83,0.314892654688546,0.060729752,0,2019-08-28
"AM",30,0.186144287725791,100.281,35.6551,1.094,"1300904",23.78,0,0,23.902,0,0,55.3116,55.033,0,0,2.05,0.172,2.222,64.27,0.475371605802493,0.060729752,0,2019-04-22
"AM",63,0.0755975451846104,236.552,69.1795,1.184,"1300904",13.89,0.14,0,32.9194,0.3247,0,130.4275,55.014,0,0,0,0,0,70.82,0.293398925737837,0.060729752,0,2019-08-28
"AM",13,0.225716166441122,49.809,35.6684,0.474,"1300904",47.59,0.78,0,23.7573,0.3908,0,14.9558,29.958,0,0,0,0,0,28.55,0.45990659270653,0.060729752,0,2019-04-22
"AM",13,0.0730017824121659,160.042,75.8926,0.223,"1300904",31.34,6.91,0,50.2688,11.0786,0,86.3518,53.835,0,0,3.832,0,3.832,52.69,0.485275948336005,0.060729752,0,2019-04-22
"AM",6,0.129171940554563,45.384,16.8987,0.462,"1300904",30.41,0.03,0,13.8322,0.0156,0,29.6369,65.157,0,1.565,0,0,1.565,62.85,0.2636774893871,0.060729752,0,2019-08-28
"AM",66,0.0945919581817208,291.307,73.8411,1.162,"1300904",16.16,2.19,0,47.1659,6.4044,0,238.6677,81.748,0,0.356,5.703,0.584,6.643,74.71,0.415428766027745,0.060729752,0,2019-04-22
"AM",9,0.0872133129692301,201.133,129.2262,0.091,"1300904",34.24,6.28,0,69.0321,12.6664,0,70.5594,35.003,0.441,2.272,0.309,0,3.022,35.41,0.509215491795133,0.060729752,0,2019-04-22
"AM",61,0.193612163197968,111.543,12.2426,6.477,"1300904",9.89,0,0,11.0555,0,0,97.7275,87.419,0,0,0,0,0,89.05,0.33201170415752,0.060729752,0,2019-08-28
"AM",22,0.100218141897305,81.462,27.6,1.036,"1300904",11.23,14.78,0,9.1646,12.0665,0,54.7619,67.074,0,0,0,0,0,65.59,0.314827210219934,0.060729752,0,2019-08-28
"AM",10,0.0630241308432351,129.876,41.9268,0.31,"1300904",5.84,10.91,0,7.5997,14.1949,0,107.6799,82.725,3.681,8.692,1.504,0.478,14.355,67.44,0.332878320075502,0.060729752,0,2019-08-28
"AM",75,0.0853265078809199,278.314,186.5855,0.523,"1300904",40.61,16.06,0,113.2792,44.8023,0,157.2723,56.383,0,0,0,4.776,4.776,33.11,0.296584069426905,0.060729752,0,2019-08-28
"AM",9,0.0329248125650429,125.585,20.6215,0.567,"1300904",6.75,9.73,0,8.49,12.2524,0,108.0694,85.861,0,0,0,0,0,83.62,0.27971895097047,0.060729752,0,2019-08-28
"AM",7,0.0295794967173328,339.347,102.4381,0.089,"1300904",15.5,2.04,0,52.721,6.9393,0,224.2968,65.949,0,0,1.203,0,1.203,67.87,0.456560665998078,0.060729752,0,2019-04-22
"AM",74,0.0773831152364359,301.387,178.1006,0.54,"1300904",37.02,13.07,0,111.8358,39.4878,0,186.1107,61.613,0,0,0,4.284,4.284,41.04,0.295617427794142,0.060729752,0,2019-08-28
"AM",9,0.0616181789653469,97.539,34.0441,0.344,"1300904",14.37,0,0,14.0499,0,0,78.778,80.585,0.637,0,0,7.348,7.985,65.17,0.439370622016027,0.060729752,0,2019-04-22
"AM",13,0.0528093108923949,46.365,26.4655,0.639,"1300904",23.63,0,0,10.9817,0,0,14.0888,30.319,0,0,0,0,0,43.05,0.286206680303463,0.060729752,0,2019-08-28
"AM",51,0.115289176981471,103.983,48.9729,1.354,"1300904",32.98,9.53,0,34.3757,9.9367,0,54.2037,52.011,0,0,0,0.342,0.342,53.01,0.301807775332512,0.060729752,0,2019-08-28
"AM",12,0.106814428120214,75.88,16.8757,0.924,"1300904",14.93,4.94,0,11.3529,3.7573,0,61.5453,80.929,8.284,0,0,0.527,8.811,77.81,0.285694090332251,0.060729752,0,2019-08-28
"AM",35,0.286676038676214,107.683,53.546,0.85,"1300904",20.28,0,0,21.8845,0,0,84.166,77.986,0,0,1.623,11.514,13.137,50.39,0.316440244451153,0.060729752,0,2019-08-28
"AM",7,0.075228376053013,76.735,15.7187,0.579,"1300904",8.69,0,0,6.6819,0,0,56.0192,72.84,0,0,0,0,0,79.56,0.279780556644626,0.060729752,0,2019-08-28
"AM",5,0.133319993327728,44.799,28.6798,0.227,"1300904",20.76,37.38,0,9.3198,16.7812,0,18.7216,41.697,0.99,1.118,0.221,0,2.329,36.12,0.340876845596765,0.060729752,0,2019-08-28
"AM",124,0.192744319845017,161.027,126.2313,1.277,"1300904",15.97,61.82,0,25.7679,99.7681,0,40.8169,25.291,3.471,0,0.882,2.39,6.743,17.4,0.476795688941167,0.060729752,0,2019-04-22
"AM",5,0.0711746099046217,89.01,11.1829,0.581,"1300904",8.11,0,0,7.2375,0,0,76.7204,86,0.798,0,0.598,0,1.396,87.46,0.32730740676408,0.060729752,0,2019-08-28
"AM",18,0.0713685809923358,147.203,61.0555,0.383,"1300904",27.52,2.04,0,40.595,3.017,0,79.7302,54.042,0,0,0,0,0,57.61,0.488997223785369,0.060729752,0,2019-04-22
"AM",41,0.0561790033181968,284.662,104.0594,0.512,"1300904",15.23,7.13,0,43.4603,20.351,0,176.6583,61.92,0,0,0.228,0.291,0.519,63.47,0.306347811693806,0.060729752,0,2019-08-28
"AM",7,0.0480588370147578,51.36,20.7197,0.439,"1300904",18.78,0,0,9.6682,0,0,24.2523,47.114,0,0,0,0,0,59.75,0.283498025464093,0.060729752,0,2019-08-28
"AM",23,0.098759029958021,105.762,20.0911,1.488,"1300904",13.17,0.39,0,13.9569,0.4131,0,71.3685,67.33,0,0.504,0,0,0.504,81.05,0.271171189850187,0.060729752,0,2019-08-28
"AM",9,0.0491148716687041,58.775,10.6325,1.1,"1300904",8.16,10.3,0,4.807,6.0685,0,50.4132,85.584,0,0,0,0,0,81.95,0.282761810953411,0.060729752,0,2019-08-28
"AM",8,0.10362101384345,50.319,16.7041,0.623,"1300904",25.79,0,0,13.0075,0,0,33.0408,65.516,0,0,0,0,0,66.88,0.288769640189704,0.060729752,0,2019-08-28
"AM",8,0.0426932424996878,106.767,46.2,0.225,"1300904",22.1,0,0,23.6528,0,0,69.0186,64.501,23.708,4.012,1.406,0.831,29.957,56.82,0.411081390975482,0.060729752,0,2019-04-22
"AM",11,0.0657660962506345,145.892,39.8415,0.359,"1300904",12.36,9.58,0,18.0702,14.0126,0,101.881,69.677,0,0,0.023,0,0.023,71.93,0.499415182401985,0.060729752,0,2019-04-22
"AM",9,0.0830315237413185,59.496,30.3609,0.385,"1300904",50.11,0,0,29.8817,0,0,29.8072,49.988,2.487,0,0,0,2.487,48.53,0.438340837271071,0.060729752,0,2019-04-22
"AM",18,0.0529257353307654,195.27,36.9707,0.633,"1300904",3.15,7.18,0,6.1659,14.0615,0,156.7522,80.095,0,0,0,0,0,80.69,0.305723315645492,0.060729752,0,2019-08-28
"AM",18,0.170206744526717,100.169,57.6511,0.406,"1300904",32.16,17.23,0,32.2832,17.2943,0,35.2428,35.105,0,0,0,0,0,41.83,0.519002528828694,0.060729752,0,2019-04-22
"AM",7,0.170567168909334,70.433,24.5767,0.37,"1300904",13.58,15.78,0,9.5862,11.1414,0,48.1616,68.227,0,1.72,1.611,0,3.331,64.67,0.273117853253035,0.060729752,0,2019-08-28
"AM",27,0.116642824040911,132.883,36.3207,0.966,"1300904",8.67,0,0,11.5505,0,0,96.2527,72.273,0.003,0,0,0,0.003,72.73,0.440675642198388,0.060729752,0,2019-04-22
"AM",6,0.0517882624700711,101.211,35.2621,0.221,"1300904",5.61,0,0,5.6915,0,0,84.967,83.763,0,0,4.471,3.658,8.129,64.61,0.447976009967761,0.060729752,0,2019-04-22
"AM",16,0.260229942944182,42.869,15.7901,1.317,"1300904",23.93,0.6,0,10.2813,0.2579,0,27.0917,63.056,0,0,0,0,0,63.25,0.45515678277557,0.060729752,0,2019-04-22
"AM",5,0.0390932714047445,151.442,60.9269,0.107,"1300904",19.3,0,0,29.2946,0,0,76.8698,50.645,0,0,0,0,0,59.86,0.264810820860067,0.060729752,0,2019-08-28
"AM",11,0.10612574027602,50.301,15.5421,0.92,"1300904",15.67,4.81,0,7.8997,2.4233,0,32.2601,63.991,0,0,0,0,0,64.72,0.448589861246996,0.060729752,0,2019-04-22
"AM",13,0.17879028935006,33.052,27.3452,0.618,"1300904",7.36,0,0,2.4369,0,0,7.2348,21.84,0,0,0,1.262,1.262,17.45,0.253163473493681,0.060729752,0,2019-08-28
"AM",9,0.0307118559180151,65.641,4.9265,2.375,"1300904",0,0,0,0,0,0,60.3545,91.741,0,0,0.033,0,0.033,92.51,0.424448724355456,0.060729752,0,2019-04-22
"AM",19,0.247860105940655,55.463,22.0778,1.119,"1300904",20.15,7.04,0,11.2018,3.914,0,33.181,59.692,0.424,0,2.659,0.02,3.103,59.76,0.330839702972184,0.060729752,0,2019-08-28
"AM",20,0.11237591467834,57.447,24.1279,1.078,"1300904",28.28,0,0,16.2811,0,0,33.0254,57.361,0,0,0,0,0,58.09,0.27859287010645,0.060729752,0,2019-08-28
"AM",9,0.0830315237413185,59.497,30.3616,0.385,"1300904",50.11,0,0,29.8824,0,0,29.8082,49.988,2.487,0,0,0,2.487,48.53,0.438340864848624,0.060729752,0,2019-04-22
"AM",11,0.138374448496348,34.012,14.9854,0.954,"1300904",12.04,0,0,4.103,0,0,23.7335,69.624,0,0,0,4.25,4.25,56.04,0.262074169416759,0.060729752,0,2019-08-28
"AM",34,0.206412990674407,54.909,32.4631,1.362,"1300904",24.82,5.27,0,13.6614,2.8982,0,19.1355,34.771,0,0,0,0,0,41.01,0.296470609377042,0.060729752,0,2019-08-28
"AM",149,0.25169394274354,201.667,73.2164,2.646,"1300904",25.53,6.12,0,51.607,12.3669,0,121.6914,60.208,0,0,0,0,0,59.99,0.466679742870338,0.060729752,0,2019-04-22
"AM",6,0.0537194466596278,100.579,11.3285,0.689,"1300904",8.53,1.64,0,8.5936,1.6542,0,89.8364,89.119,0,0.541,0,0,0.541,88.56,0.311475877922527,0.060729752,0,2019-08-28
"AM",18,0.248479236348068,48.984,12.7785,1.831,"1300904",16.76,5.51,0,8.2276,2.7041,0,35.5558,72.424,0,0,0,0,0,73.36,0.455612492861928,0.060729752,0,2019-04-22
"AM",13,0.103084408784716,98.87,73.5989,0.23,"1300904",46.86,12.81,0,46.4298,12.6944,0,25.5295,25.764,0,0,0,2.438,2.438,23.85,0.499948074797419,0.060729752,0,2019-04-22
"AM",5,0.00898886816723874,160.528,28.2122,0.23,"1300904",2.38,0,0,3.824,0,0,144.8218,90.015,1.216,0.497,0,3.166,4.879,82.23,0.458937387339742,0.060729752,0,2019-04-22
"AM",8,0.0705625474893612,156.337,11.2785,0.922,"1300904",4.62,0,0,7.2456,0,0,143.8724,91.821,0,0,0.05,0,0.05,92.26,0.348689084769187,0.060729752,0,2019-08-28
"AM",6,0.17160898652121,38.009,24.274,0.321,"1300904",37.11,9.76,0,14.137,3.7194,0,15.2865,40.129,0,0,14.112,0,14.112,36.28,0.292118644842697,0.060729752,0,2019-08-28
"AM",6,0.0323966707566624,87.614,14.5018,0.538,"1300904",7.43,6.65,0,6.5251,5.8355,0,77.6534,88.435,0.113,0,0,0,0.113,83.48,0.285088312653414,0.060729752,0,2019-08-28
"AM",8,0.0344151844011225,45.624,31.0461,0.335,"1300904",27.87,0.05,0,12.743,0.0233,0,36.2604,79.3,0,0,0,0,0,27.89,0.460577451442974,0.060729752,0,2019-04-22
"AM",42,0.165473197690372,96.568,40.6513,1.343,"1300904",37.21,0.99,0,36.0138,0.9626,0,51.9072,53.632,0,0,0,0.322,0.322,57.89,0.325246275361367,0.060729752,0,2019-08-28
"AM",16,0.260229942944182,42.913,15.7955,1.317,"1300904",23.95,0.6,0,10.3014,0.2588,0,27.1268,63.073,0,0,0,0,0,63.27,0.455167321195261,0.060729752,0,2019-04-22
"AM",28,0.248847217923916,64.683,27.3841,1.329,"1300904",31.76,0,0,20.5906,0,0,38.8385,59.912,0,0,0,1.576,1.576,54.97,0.322670372170864,0.060729752,0,2019-08-28
"AM",6,0.0384037397386495,210.158,35.6155,0.219,"1300904",12.79,0,0,26.9302,0,0,175.6741,83.404,0,0,0,0,0,82.8,0.397802594098257,0.060729752,0,2019-04-22
"AM",11,0.19436506316151,7.2,7.2159,1.982,"1300904",0,100,0,0,7.2159,0,0,0,0,0,0,0,0,0,0.187732633861304,0.060729752,0,2019-08-28
"AM",13,0.0903225806451613,47.735,9.4589,1.787,"1300904",0,0,0,0,0,0,34.9528,73.058,0,0,0,0,0,80.23,0.429125484628303,0.060729752,0,2019-04-22
"AM",15,0.128756655499098,101.58,22.9948,0.848,"1300904",1.4,0,0,1.4211,0,0,77.0463,75.678,0,0,0,0.18,0.18,77.41,0.257485296520696,0.060729752,0,2019-08-28
"AM",5,0.0595512106674919,41.014,22.9951,0.283,"1300904",27.4,15.21,0,11.261,6.2503,0,26.9824,65.642,0.067,3.538,12.253,0,15.858,44.06,0.296444521736318,0.060729752,0,2019-08-28
"AM",12,0.114495339376947,98.87,72.5597,0.215,"1300904",44.58,14.33,0,44.1766,14.1971,0,25.3389,25.571,0,0,0,2.401,2.401,23.5,0.500627176257371,0.060729752,0,2019-04-22
"AM",29,0.190029267692537,80.344,32.8932,1.146,"1300904",19.65,19.76,0,15.8218,15.9133,0,49.1247,61.007,4.925,0,1.589,0.594,7.108,54.73,0.334802465603573,0.060729752,0,2019-08-28
"AM",5,0.0210868736211173,344.648,82.0585,0.079,"1300904",17.57,0,0,60.7054,0,0,321.7744,93.156,0.18,11.65,1.72,0.975,14.525,76.24,0.416654483196881,0.060729752,0,2019-04-22
"AM",11,0.0735747676985861,97.431,56.5234,0.253,"1301654",8.78,0,0,8.5778,0,0,57.1192,58.495,2.026,2.942,4.478,1.634,11.08,42.12,2.2907077463589,0.022417828,0,2019-09-17
"AM",7,0.0304470696118062,75.664,26.4105,0.345,"1301654",2.8,0,0,2.125,0,0,54.5152,71.888,0,0.003,0,0,0.003,65.17,2.22577908025238,0.022417828,0,2019-09-17
"AM",10,0.0218322695862099,298.076,109.6213,0.119,"1301654",4.4,0,0,13.1573,0,0,183.3796,61.384,0,0,0,0.179,0.179,63.31,2.21299743954973,0.022417828,0,2019-09-17
"AM",10,0.0729897948556636,75.093,51.472,0.253,"1301654",8.54,0,0,6.4272,0,0,31.9754,42.486,3.44,4.877,2.728,0,11.045,31.61,2.26260965703434,0.022417828,0,2019-09-17
"AM",8,0.01875,98.129,43.8567,0.237,"1301654",0,0,0,0,0,0,53.37,54.266,0,0,0,0,0,55.41,2.32446060442951,0.022417828,0,2019-09-17
"AM",18,0.0240591286317652,312.028,153.1318,0.153,"1301654",13.08,0,0,40.9113,0,0,161.4976,51.642,0.234,0,0,0.428,0.662,51.03,2.22819674296012,0.022417828,0,2019-09-17
"AM",22,0.0136326669041604,380.885,181.4037,0.158,"1301654",1.86,0,0,7.106,0,0,197.4669,51.728,0,0,0.14,0,0.14,52.4,2.24183055897555,0.022417828,0,2019-09-17
"AM",13,0.0241034740576752,272.417,133.6922,0.126,"1301654",0.97,0,0,2.6613,0,0,154.1959,56.476,1.34,7.147,0.196,0.247,8.93,50.77,2.36905302676032,0.022417828,0,2019-09-17
"AM",41,0.117116285177982,139.369,39.035,1.365,"1301654",11.42,0,0,15.9505,0,0,103.9327,74.407,0,0.788,0,0,0.788,72.05,2.30510471587491,0.022417828,0,2019-09-17
"AM",16,0.0265175800760524,295.371,98.9443,0.21,"1301654",4.84,0,0,14.3156,0,0,225.536,76.186,1.266,2.02,0.61,0.137,4.033,66.58,2.26347841708776,0.022417828,0,2019-09-17
"AM",27,0.04935650189069,257.564,150.1056,0.234,"1301654",7.19,0,0,18.5612,0,0,136.6457,52.935,0,0.242,0.726,2.835,3.803,40.74,2.25884289251311,0.022417828,0,2019-09-17
"AM",5,0.0238204842669967,100.193,18.8811,0.344,"1301654",0,0,0,0,0,0,88.8969,88.528,0.55,0.911,3.467,0.001,4.929,81.2,2.29966364490936,0.022417828,0,2019-09-17
"AM",190,0.172900825322647,212.36,196.5273,1.257,"1302405",51.25,16.38,0,109.0719,34.861,0,20.8253,9.785,0,0.883,0,0,0.883,7.66,0.54182312048323,0.149888274,0,2018-07-07
"AM",147,0.19839065033798,334.127,247.7681,0.771,"1302405",48.44,2.39,0,162.1962,8.0175,0,79.076,23.614,0,0,0,0,0,24.16,0.79373713788677,0.149888274,0,2018-07-07
"AM",61,0.137687329477993,337.636,158.1996,0.501,"1302405",28.53,3.43,0,96.5338,11.6214,0,189.9929,56.145,0,0,0.785,0,0.785,53.25,0.446940320718443,0.149888274,0,2018-07-07
"AM",7,0.0583539638397794,94.193,89.6785,0.101,"1302405",38.07,39.25,0,35.9376,37.0535,0,6.9905,7.405,0,0,0.479,1.334,1.813,3.59,0.365452690291604,0.149888274,0,2018-07-07
"AM",130,0.103089367889896,257.855,257.9274,0.655,"1302405",90.98,0,0,235.1172,0,0,0.307,0.119,0,0,0,0,0,0.2,0.497667049401282,0.149888274,0,2018-07-07
"AM",38,0.0663056823509422,102.087,92.7307,0.533,"1302405",68.12,0,0,69.699,0,0,13.3817,13.079,0.738,2.852,0,0,3.59,9.37,0.403590862358701,0.149888274,0,2018-07-07
"AM",34,0.145612387942574,91.851,85.6933,0.516,"1302405",62.7,0,0,57.7239,0,0,6.0291,6.549,0,0,0,0,0,6.91,0.83449360779462,0.149888274,0,2018-07-07
"AM",21,0.0753071273487895,102.432,82.7308,0.33,"1302405",39.77,4.59,0,40.8237,4.7126,0,43.6324,42.501,0,2.123,1.931,0,4.054,19.41,0.316758651043395,0.149888274,0,2018-07-07
"AM",30,0.0612047648796206,97.242,47.8572,0.815,"1302405",17.54,0,0,17.0968,0,0,54.02,55.428,2.019,0,2.099,0,4.118,50.9,0.382447152178148,0.149888274,0,2018-07-07
"AM",34,0.140365187352388,131.085,127.6134,0.346,"1302405",18.42,0,0,24.1992,0,0,0.7707,0.587,0,0,0,0,0,2.87,0.385907410999904,0.149888274,0,2018-07-07
"AM",190,0.120988938652415,266.759,267.2266,0.924,"1302405",55.3,0,0,147.855,0,0,2.2926,0.858,0.466,0.565,0.097,0,1.128,0.02,0.40560758857064,0.149888274,0,2018-07-07
"AM",42,0.214763092228347,77.595,70.7692,0.772,"1302405",34.45,0,0,26.7951,0,0,26.0748,33.529,6.253,0,12.024,0.4,18.677,9,0.370873411800991,0.149888274,0,2018-07-07
"AM",8,0.148343855655972,53.85,45.9709,0.226,"1302405",39.19,0,0,21.1528,0,0,16.1958,30.008,5.106,0,5.418,0.659,11.183,14.82,0.417644490527642,0.149888274,0,2018-07-07
"AM",131,0.276420891779342,79.565,79.7442,2.136,"1302405",93.59,0,0,74.636,0,0,0,0,0,0,0,0,0,0,0.376862113021239,0.149888274,0,2018-07-07
"AM",94,0.0805818975861291,486.416,472.6221,0.259,"1302405",68.17,0.78,0,332.3144,3.8143,0,12.4745,2.559,0,0,0.109,0.003,0.112,2.83,0.488154823031879,0.149888274,0,2018-07-07
"AM",37,0.140866484915866,96.665,61.9866,0.776,"1302405",19.43,15.88,0,18.8244,15.3843,0,61.2191,63.189,6.659,2.417,6.046,3.333,18.455,36.01,0.319506151536178,0.149888274,0,2018-07-07
"AM",261,0.141763809297488,293.496,289.7937,1.171,"1302405",84.4,12.47,0,248.2725,36.6787,0,3.0519,1.038,0,0,0,0,0,0.89,0.455267010037015,0.149888274,0,2018-07-07
"AM",80,0.234598414197905,98.628,96.1852,1.081,"1302405",71.12,8.8,0,70.3015,8.7036,0,3.2481,3.286,1.713,0,1.529,0,3.242,0.64,0.378035393531378,0.149888274,0,2018-07-07
"AM",30,0.0264278111197846,132.885,45.3709,0.86,"1302405",18.39,0,0,24.4903,0,0,86.6763,65.081,0,0,0,0.134,0.134,65.93,0.421705154258488,0.149888274,0,2018-07-07
"AM",232,0.140747809052167,549.589,517.2045,0.583,"1302405",64.7,0,0,356.4031,0,0,44.7021,8.116,0,0.775,0.386,0,1.161,5.76,0.421352716981198,0.149888274,0,2018-07-07
"AM",21,0.163106687025199,70.328,54.2123,0.504,"1302405",0,0,0,0,0,0,18.9873,26.938,0,3.282,0,0,3.282,23.09,0.369279402289832,0.149888274,0,2018-07-07
"AM",24,0.0932031673653471,97.743,27.497,1.135,"1302405",23.67,0,0,23.1834,0,0,73.2735,74.798,1.271,0.023,0.51,0,1.804,71.93,0.379071071890225,0.149888274,0,2018-07-07
"AM",179,0.160702440939697,241.027,225.1462,1.034,"1302405",86.79,1.3,0,209.653,3.133,0,14.577,6.034,0,0,0,0,0,5.95,0.463150422083798,0.149888274,0,2018-07-07
"AM",194,0.138139559659325,485.579,428.1882,0.589,"1302405",61.41,13.98,0,298.8553,68.0556,0,70.8893,14.566,0,0.439,0.64,0,1.079,12.02,0.358735837065947,0.149888274,0,2018-07-07
"AM",15,0.108002885943777,91.412,59.9,0.326,"1302405",46.94,0,0,43.008,0,0,32.0437,34.976,0,0,0.009,0,0.009,34.62,0.387964154995639,0.149888274,0,2018-07-07
"AM",117,0.0936665801722604,179.442,178.5153,0.852,"1302405",68.5,0,0,123.195,0,0,1.648,0.916,0,0,0.046,0,0.046,0.74,0.569352799827891,0.149888274,0,2018-07-07
"AM",30,0.0583799295774843,101.512,54.839,0.711,"1302405",20.33,0,0,20.6866,0,0,51.8895,51.002,3.606,0,2.011,0,5.617,46.1,0.382549255167102,0.149888274,0,2018-07-07
"AM",58,0.150429874774153,96.183,50.3972,1.496,"1302405",35.44,0,0,34.165,0,0,65.6711,68.125,1.107,1.661,11.076,1.338,15.182,47.72,0.3744770592936,0.149888274,0,2018-07-07
"AM",7,0.142864966478745,81.536,81.7185,0.111,"1302405",56.71,0,0,46.344,0,0,0,0,0.475,0,0,0,0.475,0,0.374425112344445,0.149888274,0,2018-07-07
"AM",7,0.141168778770129,81.513,81.6946,0.111,"1302405",57.01,0,0,46.5712,0,0,0,0,0.373,0,0,0,0.373,0,0.374492775258855,0.149888274,0,2018-07-07
"AM",9,0.0622361490464292,94.279,72.0942,0.162,"1302405",28.05,0,0,26.5036,0,0,17.6836,18.715,0,0.753,0,0,0.753,16.76,0.346802476197918,0.149888274,0,2018-07-07
"AM",35,0.168549919256536,90.573,90.7623,0.501,"1302405",69.65,0,0,63.2238,0,0,0.0336,0.037,0,0,0,0,0,0.03,0.40026223394628,0.149888274,0,2018-07-07
"AM",21,0.143186308439941,106.444,104.37,0.262,"1302405",78.3,19.87,0,83.5276,21.1982,0,9.5162,8.92,0,0,0.917,1.084,2.001,1.75,0.356458130162531,0.149888274,0,2018-07-07
"AM",12,0.188239233795643,98.973,93.6087,0.167,"1302405",75.14,0,0,74.5313,0,0,6.2503,6.301,0,0.003,0,0,0.003,5.52,0.342305693762878,0.149888274,0,2018-07-07
